replication,seed,method,coverage,mean_width,median_width,low_coverage,high_coverage,low_mean_width,high_mean_width,width_ratio,coverage_error,coverage_imbalance,width_ratio_error_vs_oracle,winkler,ramp_coverage_diag,ramp_mean_width_diag,q,q_A,q_R,q_OA,q_OR,quantile_crossing_frac_diag,spearman_s_sigma_test_diag,spearman_s_sigma_d2_diag,d2_raw_coverage_diag,final_train_pinball,d1_val_pinball,elapsed_s
1,1001,Oracle Additive CQR,0.9016666666666666,2.6746660087308607,2.648645217916008,0.997,0.795,1.8737607849936133,3.47517714016658,1.8546535758450218,0.0016666666666665941,0.20199999999999996,3.1453464241549782,3.7550002027819014,0.93,2.67565123948468,0.9661843961910976,1.1910231587082016,2.7067351685100354,1.052751404071957,2.7253730565206373,0.0,0.3019602634082137,0.262766321157124,0.675,0.1943117082118988,0.18898718059062958,11.92146889999276
1,1001,Oracle Replacement CQR,0.8979166666666667,3.2704476678247647,3.2704476678247647,0.819,0.96,1.090149222608255,5.4507461130412755,5.000000000000001,0.002083333333333326,0.14100000000000001,8.881784197001252e-16,3.594961974184248,0.94,3.2704476678247647,0.9661843961910976,1.1910231587082016,2.7067351685100354,1.052751404071957,2.7253730565206373,0.0,0.3019602634082137,0.262766321157124,0.675,0.1943117082118988,0.18898718059062958,11.922371799999382
2,1002,M0 Raw Quantile,0.7570833333333333,1.7708947441354395,1.748064547777176,0.999,0.482,1.677909256130457,1.8747541252672673,1.117315563054207,0.1429166666666667,0.517,3.8826844369457927,5.536459301241597,0.84,1.743710011318326,0.8217428934606419,0.8840250684696271,2.4299965626722804,0.8355581031613522,2.2331268888145797,0.0,0.31124440114197793,0.3397608587355166,0.7558333333333334,0.18836478888988495,0.179740309715271,15.72487179999007
2,1002,M1 Standard CQR,0.9095833333333333,3.414380531056722,3.3915503346984597,1.0,0.789,3.3213950430517394,3.5182399121885495,1.0592657201523208,0.009583333333333277,0.21099999999999997,3.940734279847679,4.534123458770914,0.985,3.387195798239609,0.8217428934606419,0.8840250684696271,2.4299965626722804,0.8355581031613522,2.2331268888145797,0.0,0.31124440114197793,0.3397608587355166,0.7558333333333334,0.18836478888988495,0.179740309715271,15.725511199998436
2,1002,M2 Scaled Additive CQR,0.9066666666666666,3.1501587521100474,3.289576890181554,1.0,0.793,2.8557553914897866,3.5369945037420027,1.2385495320370659,0.006666666666666599,0.20699999999999996,3.761450467962934,4.1909109105897615,0.9575,2.919077774580811,0.8217428934606419,0.8840250684696271,2.4299965626722804,0.8355581031613522,2.2331268888145797,0.0,0.31124440114197793,0.3397608587355166,0.7558333333333334,0.18836478888988495,0.179740309715271,15.72768619999988
2,1002,M3 Replacement CQR,0.8966666666666666,3.791302891667989,4.260563057063591,0.952,0.872,3.2376480739791798,4.56914464317304,1.4112542619733854,0.0033333333333334103,0.07999999999999996,3.5887457380266143,4.657964796948267,0.82,3.2308355571273877,0.8217428934606419,0.8840250684696271,2.4299965626722804,0.8355581031613522,2.2331268888145797,0.0,0.31124440114197793,0.3397608587355166,0.7558333333333334,0.18836478888988495,0.179740309715271,15.729333499999484
2,1002,Oracle Additive CQR,0.9095833333333333,2.773564467929062,2.7492944430602173,1.0,0.794,2.0121324973949983,3.545870331589973,1.7622449496644104,0.009583333333333277,0.20599999999999996,3.23775505033559,3.8750924500827653,0.9725,2.746379735111949,0.8217428934606419,0.8840250684696271,2.4299965626722804,0.8355581031613522,2.2331268888145797,0.0,0.31124440114197793,0.3397608587355166,0.7558333333333334,0.18836478888988495,0.179740309715271,15.729919899982633
2,1002,Oracle Replacement CQR,0.895,2.6797522665774953,2.6797522665774958,0.871,0.896,0.8932507555258321,4.466253777629161,5.000000000000001,0.0050000000000000044,0.025000000000000022,8.881784197001252e-16,3.293228997931786,0.9525,2.6797522665774953,0.8217428934606419,0.8840250684696271,2.4299965626722804,0.8355581031613522,2.2331268888145797,0.0,0.31124440114197793,0.3397608587355166,0.7558333333333334,0.18836478888988495,0.179740309715271,15.730637699976796
3,1003,M0 Raw Quantile,0.6545833333333333,1.1141387007478625,1.1335068456828594,0.988,0.312,1.1383826361112297,1.0950129748098552,0.9619023868375862,0.24541666666666673,0.6759999999999999,4.038097613162414,6.775214769314639,0.6775,1.1013431771844626,1.1199110584250829,1.3611304035723684,2.3093166157051694,1.143744933781789,2.0092619498359703,0.0,0.27705574174880804,0.31346321307656844,0.6379166666666667,0.20548224449157715,0.19703464210033417,16.742964999983087
3,1003,M1 Standard CQR,0.9016666666666666,3.353960817598028,3.3733289625330247,1.0,0.774,3.378204752961394,3.33483509166002,0.9871619204657872,0.0016666666666665941,0.22599999999999998,4.0128380795342125,4.617065704675411,0.975,3.341165294034628,1.1199110584250829,1.3611304035723684,2.3093166157051694,1.143744933781789,2.0092619498359703,0.0,0.27705574174880804,0.31346321307656844,0.6379166666666667,0.20548224449157715,0.19703464210033417,16.743832799984375
3,1003,M2 Scaled Additive CQR,0.9116666666666666,3.1903408132747546,3.3810567291342215,1.0,0.809,2.9527214579202576,3.548216418675984,1.2016766461863158,0.011666666666666603,0.19099999999999995,3.798323353813684,4.184070702633996,0.9475,2.889700188157924,1.1199110584250829,1.3611304035723684,2.3093166157051694,1.143744933781789,2.0092619498359703,0.0,0.27705574174880804,0.31346321307656844,0.6379166666666667,0.20548224449157715,0.19703464210033417,16.744794600002933
3,1003,M3 Replacement CQR,0.89875,3.522519240946194,3.900316835800811,0.983,0.845,3.0782376006927263,4.162146007286647,1.3521197994430312,0.0012499999999999734,0.138,3.647880200556969,4.422797945391817,0.8225,3.0341564257287335,1.1199110584250829,1.3611304035723684,2.3093166157051694,1.143744933781789,2.0092619498359703,0.0,0.27705574174880804,0.31346321307656844,0.6379166666666667,0.20548224449157715,0.19703464210033417,16.74571219997597
3,1003,Oracle Additive CQR,0.9,2.48663262128601,2.495731977436264,1.0,0.776,1.5958806096239455,3.382502842373434,2.1195212360970346,0.0,0.22399999999999998,2.8804787639029654,3.718717701241005,0.96,2.47383709772261,1.1199110584250829,1.3611304035723684,2.3093166157051694,1.143744933781789,2.0092619498359703,0.0,0.27705574174880804,0.31346321307656844,0.6379166666666667,0.20548224449157715,0.19703464210033417,16.746467099990696
3,1003,Oracle Replacement CQR,0.89375,2.4111143398031647,2.4111143398031643,0.911,0.855,0.8037047799343884,4.018523899671941,4.999999999999998,0.006249999999999978,0.05600000000000005,1.7763568394002505e-15,3.1582422120314426,0.9475,2.4111143398031643,1.1199110584250829,1.3611304035723684,2.3093166157051694,1.143744933781789,2.0092619498359703,0.0,0.27705574174880804,0.31346321307656844,0.6379166666666667,0.20548224449157715,0.19703464210033417,16.747564199991757
4,1004,M0 Raw Quantile,0.5808333333333333,0.9249607590632514,1.0274618417024612,0.963,0.198,1.1540797606147826,0.6855990294143558,0.5940655514564562,0.3191666666666667,0.7649999999999999,4.405934448543544,8.105551333227028,0.5825,0.9505675793066621,1.3425795951951085,1.5629692142784357,2.1732475154736703,1.3782491830937453,2.2009813266172666,0.0,0.3366048380794706,0.34378851318663917,0.5841666666666666,0.23613423109054565,0.2181340903043747,16.735929699992994
4,1004,M1 Standard CQR,0.9033333333333333,3.610119949453468,3.7126210320926782,1.0,0.776,3.8392389510049987,3.3707582198045722,0.8779756255916834,0.0033333333333332993,0.22399999999999998,4.1220243744083165,4.6805639373530825,0.98,3.635726769696879,1.3425795951951085,1.5629692142784357,2.1732475154736703,1.3782491830937453,2.2009813266172666,0.0,0.3366048380794706,0.34378851318663917,0.5841666666666666,0.23613423109054565,0.2181340903043747,16.736431400000583
4,1004,M2 Scaled Additive CQR,0.90625,3.305608998599707,3.5567540986318975,1.0,0.811,3.1927216609720275,3.5652109382211785,1.1166682588721957,0.006249999999999978,0.18899999999999995,3.8833317411278045,4.205456472799916,0.91,2.9388224936152256,1.3425795951951085,1.5629692142784357,2.1732475154736703,1.3782491830937453,2.2009813266172666,0.0,0.3366048380794706,0.34378851318663917,0.5841666666666666,0.23613423109054565,0.2181340903043747,16.736907599988626
4,1004,M3 Replacement CQR,0.8883333333333333,3.310198194900397,3.741638549960931,0.974,0.84,2.834651766917424,4.003987646827679,1.412514825827041,0.011666666666666714,0.134,3.5874851741729588,4.272099123434635,0.795,2.764590635039623,1.3425795951951085,1.5629692142784357,2.1732475154736703,1.3782491830937453,2.2009813266172666,0.0,0.3366048380794706,0.34378851318663917,0.5841666666666666,0.23613423109054565,0.2181340903043747,16.73736159998225
4,1004,Oracle Additive CQR,0.9058333333333334,2.5788597787757452,2.5462577251139153,0.999,0.789,1.7053794338522807,3.4420973956018472,2.018376278777149,0.005833333333333357,0.20999999999999996,2.981623721222851,3.6056251436012765,0.965,2.604466599019156,1.3425795951951085,1.5629692142784357,2.1732475154736703,1.3782491830937453,2.2009813266172666,0.0,0.3366048380794706,0.34378851318663917,0.5841666666666666,0.23613423109054565,0.2181340903043747,16.73956129999715
4,1004,Oracle Replacement CQR,0.9116666666666666,2.6411775919407203,2.64117759194072,0.906,0.903,0.8803925306469066,4.401962653234533,5.0,0.011666666666666603,0.0030000000000000027,0.0,3.0909574368958688,0.9475,2.64117759194072,1.3425795951951085,1.5629692142784357,2.1732475154736703,1.3782491830937453,2.2009813266172666,0.0,0.3366048380794706,0.34378851318663917,0.5841666666666666,0.23613423109054565,0.2181340903043747,16.74191849998897
5,1005,M0 Raw Quantile,0.7325,2.215026402808726,2.435318738222122,1.0,0.418,2.480367965757847,1.9529016596376896,0.7873435258792354,0.16749999999999998,0.5820000000000001,4.212656474120765,6.898642774594621,0.85,2.206984353363514,1.0656203148749148,0.9886216977876617,2.746978267220445,1.0656203148749148,2.811857202846463,0.0,0.30774908978616045,0.3644081844813151,0.7433333333333333,0.2203524261713028,0.23392416536808014,14.25008070000331
5,1005,M1 Standard CQR,0.91375,4.346267032558555,4.566559367971951,1.0,0.798,4.611608595507674,4.084142289387518,0.8856220567734264,0.013749999999999929,0.20199999999999996,4.1143779432265735,5.412432533115774,0.9875,4.338224983113342,1.0656203148749148,0.9886216977876617,2.746978267220445,1.0656203148749148,2.811857202846463,0.0,0.30774908978616045,0.3644081844813151,0.7433333333333333,0.2203524261713028,0.23392416536808014,14.250797499989858
5,1005,M2 Scaled Additive CQR,0.9016666666666666,3.7459337620660578,3.7705145834621896,1.0,0.778,3.798337260098658,3.7969804837862338,0.999642797303263,0.0016666666666665941,0.22199999999999998,4.000357202696737,4.853919238138998,0.965,3.487308212684113,1.0656203148749148,0.9886216977876617,2.746978267220445,1.0656203148749148,2.811857202846463,0.0,0.30774908978616045,0.3644081844813151,0.7433333333333333,0.2203524261713028,0.23392416536808014,14.251471800002037
5,1005,M3 Replacement CQR,0.8879166666666667,4.25376992475333,4.732967008138752,0.924,0.897,3.662101506086586,5.123946262067065,1.399181932437106,0.012083333333333335,0.027000000000000024,3.6008180675628942,5.033990364694906,0.775,3.557500128135853,1.0656203148749148,0.9886216977876617,2.746978267220445,1.0656203148749148,2.811857202846463,0.0,0.30774908978616045,0.3644081844813151,0.7433333333333333,0.2203524261713028,0.23392416536808014,14.252112999995006
5,1005,Oracle Additive CQR,0.9129166666666667,3.493770780658624,3.2960002394890804,1.0,0.798,2.9066160917078143,4.084142289387518,1.405119272902613,0.012916666666666687,0.20199999999999996,3.594880727097387,4.564958370825653,0.9825,3.485728731213412,1.0656203148749148,0.9886216977876617,2.746978267220445,1.0656203148749148,2.811857202846463,0.0,0.30774908978616045,0.3644081844813151,0.7433333333333333,0.2203524261713028,0.23392416536808014,14.252791600010823
5,1005,Oracle Replacement CQR,0.9233333333333333,3.374228643415756,3.3742286434157553,0.881,0.948,1.1247428811385856,5.623714405692924,4.9999999999999964,0.023333333333333317,0.06699999999999995,3.552713678800501e-15,3.687840978002688,0.9675,3.3742286434157553,1.0656203148749148,0.9886216977876617,2.746978267220445,1.0656203148749148,2.811857202846463,0.0,0.30774908978616045,0.3644081844813151,0.7433333333333333,0.2203524261713028,0.23392416536808014,14.25343119999161
6,1006,M0 Raw Quantile,0.5195833333333333,1.2277817393032213,1.2121274769306183,0.649,0.367,1.0511290164738893,1.396825138628483,1.3288807717574609,0.38041666666666674,0.28200000000000003,3.671119228242539,6.709647755993744,0.5775,1.2468050480633974,1.0802630706518797,1.4138704703200156,2.7619434638007756,1.3451481590333256,3.157783215176818,0.0,0.3364822414779797,0.3352378196822171,0.5216666666666666,0.21012021601200104,0.19497479498386383,12.303142699995078
6,1006,M1 Standard CQR,0.9145833333333333,3.388307880606981,3.3726536182343776,1.0,0.815,3.21165515777765,3.5573512799322433,1.107637995105864,0.014583333333333282,0.18500000000000005,3.892362004894136,4.3250622586156044,0.95,3.4073311893671576,1.0802630706518797,1.4138704703200156,2.7619434638007756,1.3451481590333256,3.157783215176818,0.0,0.3364822414779797,0.3352378196822171,0.5216666666666666,0.21012021601200104,0.19497479498386383,12.303830299992114
